"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"TD-28","Third Date","Third Date","Question","Level 2","Third Date","High","What do you want me to be brave enough to ask?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Invites deeper pursuit."
"TD-29","Third Date","Third Date","Question","Level 2","Third Date","High","What is one thing we should not avoid just because it is early?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Important early clarity."
"TD-30","Third Date","Third Date","Question","Level 2","Third Date","High","What is one thing we should not force just because it is exciting?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Pacing and judgment."
"TD-31","Third Date","Third Date","Question","Level 2","Third Date","High","What would make this connection feel mutual?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Reciprocity."
"TD-32","Third Date","Third Date","Question","Level 2","Third Date","High","What would make this connection feel uneven?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Naming imbalance."
"TD-33","Third Date","Third Date","Question","Level 2","Third Date","High","How do you know when you are emotionally overextending?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Self-protection."
"TD-34","Third Date","Third Date","Question","Level 2","Third Date","High","What do you hope I understand about your past without judging it?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Compassion and context."
"TD-35","Third Date","Third Date","Question","Level 3","Third Date","High","What do you want your next relationship to do differently?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Future relationship vision."
"TD-36","Third Date","Third Date","Question","Level 3","Third Date","High","What does trust need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Turns depth into action."
"TD-37","Third Date","Third Date","Question","Level 3","Third Date","High","What does desire need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Romantic honesty."
"TD-38","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does friendship need from us in the next few weeks?","Deep Coral / Charcoal","Suitable for early playtesting.","Grounding romance in friendship."
"TD-39","Third Date","Third Date","Question","Level 3","Third Date","High","What does independence need from us in the next few weeks?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Balance."
"TD-40","Third Date","Third Date","Question","Level 3","Third Date","Medium","What would be a healthy next step?","Deep Coral / Charcoal","Suitable for early playtesting.","Practical close."
"TD-41","Third Date","Third Date","Question","Level 3","Third Date","High","What would be an unhealthy next step?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Names caution."
"TD-42","Third Date","Third Date","Question","Level 3","Third Date","Medium","What are you enjoying that you do not want to overthink?","Deep Coral / Charcoal","Suitable for early playtesting.","Keeps lightness alive."
"TD-43","Third Date","Third Date","Question","Level 3","Third Date","High","What are you overthinking that you want to say plainly?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Direct communication."
"TD-44","Third Date","Third Date","Question","Level 3","Third Date","High","What is one truth you want to offer without needing an answer tonight?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Gentle vulnerability."
"TD-45","Third Date","Third Date","Question","Level 3","Third Date","High","What is one question you want answered before this goes further?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Clarity."
"TD-46","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does a good beginning feel like to you?","Deep Coral / Charcoal","Suitable for early playtesting.","Defines early connection."
"TD-47","Third Date","Third Date","Question","Level 3","Third Date","Medium","What does a bad beginning teach you to notice?","Deep Coral / Charcoal","Suitable for early playtesting.","Wisdom from experience."
"TD-48","Third Date","Third Date","Question","Level 3","Third Date","Medium","What is one thing you would like us to try together?","Deep Coral / Charcoal","Suitable for early playtesting.","Future action."
"TD-49","Third Date","Third Date","Question","Level 3","Third Date","High","What would make you want to keep choosing this?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Clear desire."
"TD-50","Third Date","Third Date","Question","Level 3","Third Date","High","What should we be honest about before we leave?","Deep Coral / Charcoal","Best after trust has warmed up; passing is always allowed.","Strong closing prompt."
"FRI-01","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What kind of friend are you when life gets busy?","Sky / Clay","Suitable for early playtesting.","Friendship self-awareness."
"FRI-02","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What kind of friend do you need when life gets busy?","Sky / Clay","Suitable for early playtesting.","Names support."
"FRI-03","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Low","What makes a friendship feel easy to return to?","Sky / Clay","Suitable for early playtesting.","Accessible friendship reflection."
"FRI-04","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is one friendship you are grateful for right now?","Sky / Clay","Suitable for early playtesting.","Starts with gratitude."
"FRI-05","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is one friendship that shaped who you are?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Deep story prompt."
"FRI-06","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What is something friends often misunderstand about your silence?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Care and communication."
"FRI-07","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","High","What does loyalty mean to you in friendship?","Sky / Clay","Best after trust has warmed up; passing is always allowed.","Values prompt."
"FRI-08","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What does low-maintenance friendship mean to you?","Sky / Clay","Suitable for early playtesting.","Modern friendship rhythm."
"FRI-09","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is a small way a friend can make you feel remembered?","Sky / Clay","Suitable for early playtesting.","Concrete care."
"FRI-10","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Low","What is a friendship green flag?","Sky / Clay","Suitable for early playtesting.","Light values."
"FRI-11","Friendship Edition","Friendship Edition","Question","Level 1","Friendship Edition","Medium","What is a friendship red flag you notice sooner now?","Sky / Clay","Suitable for early playtesting.","Boundaries."
